	Title	Author	Search	Year	Lang	Pages	Digital	License	Publisher	DNB_ID	Relation	Relation_ID	Genre	Unnamed: 13	Unnamed: 14	Unnamed: 15
1111	Der Pockenjim	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141622696	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1112	Der rätselhafte Knüppel	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141622998	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1113	Der Raub der Millionenbraut	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141623862	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1114	Der Regenwurmsammler	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141622025	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1115	Der reiche Brasilianer	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141623781	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1116	Der Renn-Achter	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141620723	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1117	Der rote Faden	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141624206	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1118	Der rote Frosch	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141621355	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1119	Der rote Wolf	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	114162186X	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1120	Der Ruf aus dem Lautsprecher	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141621630	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1121	Der Saphir von Bhopal	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141623323	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1122	Der Schatten von Paris	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141623765	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1123	Der Schatz des Robert Albany	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141622440	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1124	Der schlängelnde Tod	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141624397	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1125	Der schwarze Kasten	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141623706	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1126	Der schwarze Kopf	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141622092	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1127	Der Silbergott	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141621568	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1128	Der Staffetten-Läufer	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141621487	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1129	Der Terrormann	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141623951	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1130	Der Tiger	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141620243	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1131	Der unheimliche Alte	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141622750	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1132	Der unheimliche Boxer	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141620405	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1133	Der unheimliche Patient	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141622297	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1134	Der unheimliche Schütze	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141621193	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1135	Der verräterische Film	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141622432	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1136	Der verschwundene Badegast	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141623986	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1137	Der verschwundene Kassierer	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141623277	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1138	Der verschwundene Kriminalkommissar	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141621622	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1139	Der viereckige Smaragd	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141620189	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1140	Der weiße Faden	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	114162446X	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1141	Der weiße Totenkopf	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141622106	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1142	Des anderen Schuld	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141622122	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1143	Diamanten	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141620316	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1144	Die Affäre Lindhurst	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141621517	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1145	Die bestohlene Diebin	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141623935	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1146	Die blaue Mauritius	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141621495	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1147	Die blonde Frau	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141621916	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1148	Die blonde Perrücke	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	114162219X	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1149	Die Brüder Kloss	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141623811	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1150	Die Brüder vom Mond	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141621614	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1151	Die China-Vase	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141621010	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1152	Die Davis-Perlen	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141624508	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1153	Die Diamantmine	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141620669	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1154	Die drei Amerikaner	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141623846	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1155	Die Europa-Fahrt	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141620545	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1156	Die Fackel Neros	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141623722	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1157	Die falschen Erben	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141622467	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1158	Die Frau im schwarzen Cape	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141622831	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1159	Die Frau ohne Mitleid	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141621274	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1160	Die Frau von Zimmer 28	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141623404	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1161	Die Galgenfrist	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141624311	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1162	Die Gatherley-Juwelen	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141623897	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1163	Die geheimnisvolle Macht	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141621258	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1164	Die geheimnisvolle Villa	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141620588	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1165	Die gelbe Hand	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141620634	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1166	Die Gespensterjacht	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141624117	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1167	Die Hand mit der Narbe	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141623412	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1168	Die Jagd nach dem Erbe	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141623226	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1169	Die Jagd nach der Filmdiva	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141620944	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1170	Die lebende Mumie	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141622459	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1171	Die Loge der Dreizehn	Pitt Strong	TOM SHARK	1930	ger	64	WAHR	free	Heidenau : Verlagshaus Freya, [1930]	1141628805	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1172	Die Lücke im Bücherregal	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141623994	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1173	Die Maske des Mulatten	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141624001	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1174	Die Maske des Professors	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	114162317X	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1175	Die Melodie des Todes	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141620472	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1176	Die Millionenerbin	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141622041	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1177	Die Nacht auf Greifenau	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141622564	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1178	Die Opiumschmuggler von Montmartre	Pitt Strong	TOM SHARK	1929	ger	unkown	WAHR	free	Heidenau 1 b. Dresden : Verlagshaus Freya, [1929]	1141628600	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1179	Die Rache des Geprelllten	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	114162382X	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1180	Die Rache des Inders	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141622769	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1181	Die Rache des Roboters	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141624338	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1182	Die Rache des Schimpansen	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141622580	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1183	Die rätselhafte Frau	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	114162155X	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1184	Die rote Maske	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141624516	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1185	Die rote Seidenschnur	Pitt Strong	TOM SHARK	1930	ger	63	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [1930]	1141628988	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1186	Die Sammlung des Professors	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141620995	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1187	Die Schlinge des Mahadewa	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141620456	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1188	Die Schnitzeljagd	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141620596	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1189	Die Schuld des Anderen	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141620715	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1190	Die schwarze Witwe	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141623870	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1191	Die schwimmende Hölle	Pitt Strong	TOM SHARK	1930	ger	63	WAHR	free	Heidenau 1 bei Dresden : Verlagshaus Freya, [1930]	1141628937	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1192	Die siebente Petri-Schale	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141624486	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1193	Die Spukruine	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141620952	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1194	Die Tante von Europa	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141624273	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1195	Die Telefon-Arbeiter	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141623072	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1196	Die Themseratten	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141622270	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1197	Die Toteninsel	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141620278	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1198	Die Uhr als Verräter	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141623730	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1199	Die unheimlichen Klopftöne	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141622408	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1200	Die verräterischen Spuren	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141622378	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1201	Die verschwundene Privatsekretärin	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141621118	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1202	Die vertauschten Sieger	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141624370	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1203	Die zweite Unterschrift	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141622920	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1204	Doppeltes Spiel	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141623439	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1205	Drei Platinnadeln	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141620774	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1206	Ein böses Wespennest	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141623293	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1207	Ein Doppelleben	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141623536	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1208	Ein Gangsterstreich	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141622858	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1209	Ein gefährlicher Fingerabdruck	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141623013	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1210	Ein gefährlicher Irrtum	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141622726	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1211	Ein gefährliches Freundschaftsbündnis	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141624451	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1212	Ein Kindesraub	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141621134	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1213	Ein rätselhafter Diebstahl	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141622335	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1214	Ein seltsamer Freundschaftsdienst	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141623307	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1215	Ein Tagebuchblatt	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141622718	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1216	Ein unheimlicher Nachbar	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141624249	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1217	Ein unheimliches Geschenk	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	114162138X	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1218	Ein wertvolles Kartenspiel	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141623463	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1219	Eine denkwürdige Nacht	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141622343	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1220	Eine gefährliche Bande	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141622238	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1221	Eine Nacht zu spät	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141622300	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1222	Eine Reise mit Hindernissen	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141620936	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
1223	Erlebnis im Schienenzepp	Pitt Strong	TOM SHARK	1930	ger	unkown	WAHR	free	Heidenau bei Dresden : Verlagshaus Freya, [zwischen 1930 und 1939]	1141622815	Tom Shark, der König der Detektive	(DE-101)1141687526	Krimi			
