	Title	Author	Search	Year	Lang	Pages	Digital	License	Publisher	DNB_ID	Relation	Relation_ID	Genre	Unnamed: 13	Unnamed: 14	Unnamed: 15
0	Das Haus in der Wüste	Max Schraut	DER DETEKTIV	1929	ger	64	WAHR	free	Berlin : Verl. moderner Lektüre, 1929	1017586284	Der Detektiv	unkown	Krimi		Krimi	848.0
1	Der Mann aus dem feurigen Ofen	Max Schraut	DER DETEKTIV	1929	ger	64	WAHR	free	Berlin : Verl. moderner Lektüre, 1929	1017574863	Der Detektiv	unkown	Krimi		Abenteuer	202.0
2	Old Crack, der Goldsucher	Max Schraut	DER DETEKTIV	1929	ger	63	WAHR	free	Berlin : Verl. moderner Lektüre, 1929	1017586373	Der Detektiv	unkown	Krimi		Liebe	12.0
3	Old Cracks wahres Gesicht	Max Schraut	DER DETEKTIV	1929	ger	64	WAHR	free	Berlin : Verl. moderner Lektüre, 1929	1017586454	Der Detektiv	unkown	Krimi		Krieg	55.0
4	Der Hochseekutter	Max Schraut	DER DETEKTIV	1928	ger	62	WAHR	free	Berlin : Verl. moderner Lektüre, 1928	1017574472	Der Detektiv	unkown	Krimi		unklar	366.0
5	Die Gletscherspalte	Max Schraut	DER DETEKTIV	1928	ger	62	WAHR	free	Berlin : Verl. moderner Lektüre, 1928	101757474X	Der Detektiv	unkown	Krimi			
6	Das Paket im Urbanhafen	Erz.: Max Schraut (Walther Kabel)	DER DETEKTIV	1924	ger	64	WAHR	free	Berlin : Verlag moderner Lektüre, 1924	1017518173	Der Detektiv	unkown	Krimi			
7	Anita Armands Verhängnis	Max Schraut (Walther Kabel)	DER DETEKTIV	1923	ger	62	WAHR	free	Berlin : Verlag moderner Lektüre, 1923	1017517509	Der Detektiv	unkown	Krimi			
8	Der dritte Schuß	Max Schraut (Walther Kabel)	DER DETEKTIV	1923	ger	64	WAHR	free	Berlin : Verlag moderner Lektüre, 1923	1017517924	Der Detektiv	unkown	Krimi			
9	Der tote Kanarienvogel	Max Schraut (Walter Kabel)	DER DETEKTIV	1923	ger	64	WAHR	free	Berlin : Verlag moderner Lektüre, 1923	1017517169	Der Detektiv	unkown	Krimi			
10	Frau Inges Tränen	Max Schraut (Walther Kabel)	DER DETEKTIV	1923	ger	63	WAHR	free	Berlin : Verl. mod. Lektüre, 1923	1017517010	Der Detektiv	unkown	Krimi			
11	Der Richter von Texas	von Josef Brey	Abenteuer aus aller Welt	1940	ger	63	WAHR	free	Berlin : Fischer, [ca. 1940]	1022639366	Abenteuer aus aller Welt	unkown	Abenteuer			
12	Unter dem Drachenbanner	Otto Kindler	Abenteuer aus aller Welt	1940	ger	63	WAHR	free	Berlin : Hanns-Jörg Fischer, [ca. 1940]	102881738X	Abenteuer aus aller Welt	unkown	Abenteuer			
13	Das Vermächtnis des Ingenieurs Eigk	Hartmut Bastian. [Textzeichngn: Hans Malchert]	Aufwärts-Jugend-Bücherei	1943	ger	39	WAHR	free	Berlin : Aufwärts-Verl., [1943]	1028559631	Aufwärts-Jugend-Bücherei	unkown	Abenteuer			
14	Augen im Dunkel	Heinz-Oskar Schönhoff. [Textzeichngn: H. Krafft]	Aufwärts-Jugend-Bücherei	1941	ger	39	WAHR	free	Berlin : Aufwärts-Verl., [1941]	1029635153	Aufwärts-Jugend-Bücherei	unkown	Abenteuer			
15	Diebe im Dorf	Felix Riemkasten. [Textzeichngn: K. Teßmann]	Aufwärts-Jugend-Bücherei	1941	ger	39	WAHR	free	Berlin : Aufwärts-Verl., [1941]	1029635307	Aufwärts-Jugend-Bücherei	unkown	Abenteuer			
16	Abenteuer in der Tatra	Johannes Scholl. Zeichngn im Text: K. Teßmann	Aufwärts-Jugend-Bücherei	1940	ger	48	WAHR	free	Berlin : Aufwärts-Verl., [1940]	1029634963	Aufwärts-Jugend-Bücherei	unkown	Abenteuer			
17	Der Flußräuber	Heinz Korn	Aufwärts-Jugend-Bücherei	1940	ger	40	WAHR	free	Berlin : Aufwärts-Verl., [1940]	1029634688	Aufwärts-Jugend-Bücherei	unkown	Abenteuer			
18	Die dritte Begegnung	Georg Böse. [Zeichngn im Text: Heinz Rammelt]	Aufwärts-Jugend-Bücherei	1940	ger	39	WAHR	free	Berlin : Aufwärts-Verl., [1940]	1029634734	Aufwärts-Jugend-Bücherei	unkown	Abenteuer			
19	Ein Teufelskerl	Alfred Hein. [Textzeichngn: H. Rammelt]	Aufwärts-Jugend-Bücherei	1940	ger	40	WAHR	free	Berlin : Aufwärts-Verl., [1940]	1029635048	Aufwärts-Jugend-Bücherei	unkown	Abenteuer			
20	Feuerzeichen	Lutz Knecht. [Textzeichngn: K. Teßmann]	Aufwärts-Jugend-Bücherei	1940	ger	38	WAHR	free	Berlin : Aufwärts-Verl., [1940]	1029635269	Aufwärts-Jugend-Bücherei	unkown	Abenteuer			
21	Flucht aus polnischen Gefängnissen	Thilo Scheller. [Zeichngn im Text: K. Teßmann]	Aufwärts-Jugend-Bücherei	1940	ger	40	WAHR	free	Berlin : Aufwärts-Verl., [1940]	1029634807	Aufwärts-Jugend-Bücherei	unkown	Abenteuer			
22	Madrid	Henrik Herse	Aufwärts-Jugend-Bücherei	1940	ger	40	WAHR	free	Berlin : Aufwärts-Verl., [1940]	1029635218	Aufwärts-Jugend-Bücherei	unkown	Abenteuer			
23	Mathias, der Held	Paul Brock. [Textzeichngn: K. Teßmann]	Aufwärts-Jugend-Bücherei	1940	ger	39	WAHR	free	Berlin : Aufwärts-Verl., [1940]	1029635102	Aufwärts-Jugend-Bücherei	unkown	Abenteuer			
24	Unheimliche Nächte	Hans Eduard Dettmann	Aufwärts-Jugend-Bücherei	1940	ger	unkown	WAHR	free	Berlin : Aufwärts-Verl., [1940]	1029635013	Aufwärts-Jugend-Bücherei	unkown	Abenteuer			
25	Verwegene Farmer in Deutsch-Südwest	Adolf Kaempffer	Aufwärts-Jugend-Bücherei	1940	ger	unkown	WAHR	free	Berlin : Aufwärts-Verl., [1940]	102963484X	Aufwärts-Jugend-Bücherei	unkown	Abenteuer			
26	Das geheimnissvolle Fenster	Walter Kabel	DER DETEKTIV	1923	ger	62	WAHR	free	Berlin : Verl. mod. Lektüre, 1923	1017517428	Der Detektiv	unkown	Krimi			
27	Der Napoleon aus Wachs	Walther Kabel	DER DETEKTIV	1923	ger	63	WAHR	free	Berlin : Verl. mod. Lektüre, 1923	1017517851	Der Detektiv	unkown	Krimi			
28	Der Obstkahn am Elisabetufer	Walter Kabel	DER DETEKTIV	1923	ger	63	WAHR	free	Berlin : Verlag moderner Lektüre, 1923	1017517304	Der Detektiv	unkown	Krimi			
29	Die Piraten der Havelseen	Walter Kabel	DER DETEKTIV	1923	ger	64	WAHR	free	Berlin : Verl. mod. Lektüre, 1923	101751772X	Der Detektiv	unkown	Krimi			
30	Der überlistete Mädchenhändler	Martin Winfried. Hrsg. von Otto Eicke	Mädchenhändler	1922	ger	31	WAHR	free	Dresden : Mignon-Verlag, 1922	1193752876	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
31	Vier Wochen unter Pariser Apachen	Heinrich Feldinger. Hrsg. von Otto Eicke	Apachen	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1192223896	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
32	24 Stunden regierender Fürst	Martin Winfried	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1923	1192231546	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
33	Aghi den Rei, der gelbe Prinz	Joe Weyermoor	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden-A. : Mignon-Verlag, [1926]	1192249739	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
34	Als Heizer von Bombay nach Liverpool	William Horst. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1192223519	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
35	Als Postreiter in Australien	Herbert Wulfner	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1922	1192228642	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
36	Als Schmuggler über die Pyrenäen	Heinrich Feldinger	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden-A. : Mignon-Verl., [1921]	1192222946	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
37	A. M. 33, Hauptpostlagernd	Herbert Wulfner	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1923	1192234715	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
38	An die falsche Adresse	Martin Winfried	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1926	1192244818	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
39	Auf dem Drahtseil über den Niagara	Walter Gernsheim. Hrsg. von Otto Eicke	Der neue Excentric Club	1920	ger	32	WAHR	free	Dresden : Mignon-Verl., [1920]	1192222822	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
40	Auf dem Fahrrad von Sidney nach Melbourne	Martin Winfried. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	31	WAHR	free	Dresden : Mignon-Verlag, 1922	1192224663	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
41	Auf den Gletschern des Montblanc	Martin Winfried. Hrsg. von Otto Eicke	Der neue Excentric Club	1920	ger	32	WAHR	free	Dresden : Mignon-Verl., 1920	1192222970	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
42	Auf Schlittschuhen über den Bärensee	Joe Weyermoor. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	31	WAHR	free	Dresden : Mignon-Verlag, 1922	1193752930	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
43	Auto Nr 1113	Walter Gernsheim	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1923	119223264X	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
44	Banknote Nr 333 444	Herbert Wulfner. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1922	1192226488	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
45	Bankrott mit zehn Millionen	Herbert Wulfner. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1922	1192225309	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
46	Beim Zauberer vom Meulo-Park	Herbert Wulfner. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1193753015	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
47	Castello della paura	Georg Lebach	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden-A. : Mignon-Verlag, 1926	1192246357	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
48	Consuelo, die Frau mit den Tigerschlangen	William Horst. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1922	1192227255	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
49	Dämon Haschisch	Martin Winfried. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1922	1192227107	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
50	Das Auge des Ghavial	Heinrich Feldinger. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1922	1192227727	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
51	Das Bild der Fremden	Martin Winfried	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1926	1192247760	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
52	Das Bild des Tintoretto	William Horst. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1922	119222440X	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
53	Das blaue Licht	Walter Gernsheim. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1922	1192227174	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
54	Das Farbenspiel	Martin Winfried	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1923	1192230353	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
55	Das Fest bei Baronet Max Hollister	Walter Gernsheim	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1923	1192236203	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
56	Das fliegende Haus	Heinrich Feldinger	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1926	1193752655	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
57	Das Gauchokind	Martin Winfried. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	31	WAHR	free	Dresden : Mignon-Verlag, 1922	1192224477	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
58	Das geheime Kennwort	Martin Winfried. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1922	1192225848	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
59	Das Geheimnis der Anschlagsäule	Walter Gernsheim. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1922	1192225678	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
60	Das Geheimnis der Gruft	Walter Gernsheim	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1926	1192251296	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
61	Das Geheimnis der Katakomben	William Horst. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1922	1192225031	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
62	Das Geheimnis der Lüfte	Herbert Wulfner. Hrsg. von Otto Eicke	Der neue Excentric Club	1920	ger	32	WAHR	free	Dresden : Mignon-Verl., [1920]	1192222830	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
63	Das Geheimnis der Mumie	Martin Winfried. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1922	1192225589	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
64	Das Geheimnis der Notbremse	Herbert Wulfner	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1926	119224916X	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
65	Das Geheimnis des Ewerführers	William Horst	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden-A. : Mignon-Verlag, 1926	1192245032	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
66	Das Geheimnis des Hauses Brington	Arvid Storbeck	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, [1926]	1192250524	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
67	Das Geheimnis des Karpathenschlosses	Walter Gernsheim. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1192223578	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
68	Das Geheimnis des Korallenriffs	William Horst	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden-A. : Mignon-Verlag, 1926	1192246047	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
69	Das Geheimnis des Leuchtturms	Arvid Storbek	Der neue Excentric Club	1927	ger	24	WAHR	free	Dresden : Mignon-Verlag, [1927]	1192252543	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
70	Das Geheimnis des Zirkus Ferrara	William Horst	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1923	1192232259	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
71	Das Geheimnis in der Opiumhöhle	Herbert Wulfner. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1922	1192226062	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
72	Das Geheimnis von Dumbarton Castle	Martin Winfried. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden-A. : Mignon-Verlag, 1921	119222342X	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
73	Das gelbe Gespenst	Joe Weyermoor. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	31	WAHR	free	Dresden : Mignon-Verlag, 1921	119375304X	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
74	Das Geschenk des Fischers	Joe Weyermoor	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1926	1192248856	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
75	Das Gespenst der Sahara	Gero Terzin	Der neue Excentric Club	1927	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1927	1192252195	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
76	Das Gift der Borgia	Herbert Wulfner. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1192223454	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
77	Das graue Automobil	Arvid Storbek	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, [1926]	1192251423	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
78	Das große Poddelbootrennen um den Goldpokal von Delaware	Heinrich Feldinger	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1926	1192251598	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
79	Das große Rätsel von Paris	Joe Weyermoor. Hrsg. von Otto Eicke	Der neue Excentric Club	1920	ger	32	WAHR	free	Dresden : Mignon-Verl., 1920	1192222806	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
80	Das Halsband des Verderbens	Walter Gernsheim	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1923	1192232186	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
81	Das Haus des Schreckens	Walter Gernsheim. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1922	1192225899	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
82	Das Heilige Auge der Schiiten	Martin Winfried	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1923	1192230809	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
83	Das Hundewettrennen	Heinrich Feldinger	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1926	1192251202	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
84	Das Indianerschloß	William Horst. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	32	WAHR	free	Dresden : Mignon-Verlag, [1922]	1192224205	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
85	Das Kreuz am Hut	Herbert Wulfner. Hrsg. von Erwin Hoeffner	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1923	1192230124	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
86	Das Kreuz zwischen den drei Buchen	Walter Gernsheim	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1926	1192248619	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
87	Das Lachen eines Toten	William Horst. Hrsg. von Erwin Hoeffner	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1923	1192230078	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
88	Das lebende Bild	Martin Winfried	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1923	1192236009	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
89	Das Opfer der Riesenschlange	Gero Terzin	Der neue Excentric Club	1927	ger	24	WAHR	free	Dresden : Mignon-Verl., [1927]	119223958X	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
90	Das Pariser Sechstagerennen	Herbert Wulfner. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1192223004	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
91	Das Rätsel der Lüfte	Gero Terzin	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1926	1192245571	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
92	Das Rätsel der Tätowierung	Herbert Wulfner	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1926	1192251687	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
93	Das Rätsel der Villa Hale	William Horst. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1922	1192226402	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
94	Das Rätsel des Hauses Hamilton	Heinrich Feldinger	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1923	119223572X	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
95	Das Rätsel des Revolvers	Heinrich Feldinger	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1926	1192245687	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
96	Das rätselhafte Bild	Joe Weyermoor	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1923	1192234871	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
97	Das Serum	Heinrich Feldinger. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	32	WAHR	free	Dresden-A. : Mignon-Verlag, 1922	1193752787	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
98	Das Spiel des Zufalls	Joe Weyermoor	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1923	1192234286	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
99	Das Totenschiff	Walter Gernsheim. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	32	WAHR	free	Dresden : Mignon-Verlag, [1922]	119375271X	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
100	Das Ventil der Erde	Gero Terzin	Der neue Excentric Club	1927	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1927	1192252403	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
101	Das Verbrechen unter der Erde	William Horst. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1922	1192225228	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
102	Das Vermächtnis des Flibustiers	Joe Weyermoor. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	31	WAHR	free	Dresden : Mignon-Verlag, [1922]	1192224337	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
103	Das Verschwinden des Doktor Jekyll	Heinrich Feldinger. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden-A. : Mignon-Verlag, 1922	1193752752	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
104	Das Wunderauto	Walter Gernsheim. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	30	WAHR	free	Dresden : Mignon-Verlag, 1922	1192224507	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
105	Das Zimmer mit den vier Tapeten	Joe Weyermoor	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1923	1192233239	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
106	Der ärmste Mensch von New York	Walter Gernsheim. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden-A. : Mignon-Verlag, 1922	1192228820	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
107	Der arme Milliardär	Heinrich Feldinger. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1192224051	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
108	Der Banknotenfälscher	Walter Gernsheim	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1923	1192231651	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
109	Der Berggeist des Montblanc	Joe Weyermoor	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1922	119222826X	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
110	Der blaue Diamant	William Horst. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	119222311X	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
111	Der blinde Bettler	Joe Weyermoor. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	31	WAHR	free	Dresden : Mignon-Verlag, 1922	1192225171	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
112	Der blinde Reiter	Herbert Wulfner	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1926	1192246608	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
113	Der Blutbrunnen von Khaupur	Martin Wienfried	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1922	1192227883	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
114	Der Brückenspringer von Brooklyn	Martin Winfried. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1192223624	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
115	Der Büffelreiter von New York	Herbert Wulfner	Der neue Excentric Club	1926	ger	23	WAHR	free	Dresden-A. : Mignon-Verl., 1926	1192248120	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
116	Der Bund der Krawattendreher	Fritz Maack	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1923	1192234030	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
117	Der Burenstern	Herbert Wulfner. Hrsg. v. Otto Eicke	Der neue Excentric Club	1922	ger	32	WAHR	free	Dresden : Mignon-Verlag, [1922]	1192224760	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
118	Der Degen des großen Napoleon	Joe Weyermoor. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	31	WAHR	free	Dresden : Mignon-Verlag, 1922	1192224825	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
119	Der Diamantenraub im Flugzeug	William Horst	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden-A. : Mignon-Verlag, 1926	1192251547	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
120	Der Dieb im Geldschrank	Heinrich Feldinger	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1923	1192229797	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
121	Der Drache mit der blaue Perle	Walter Gernsheim	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1923	1192230396	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
122	Der Fassadenkletterer der Friedrichstraße	Joe Weyermoor	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1926	1192244648	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
123	Der Feuerwächter von St. Johns	Martin Winfried. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1192223683	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
